"VIN","StockNumber","Make","Model","ModelYear","Trim","BodyStyle","Mileage","EngineDescription","Cylinders","FuelType","Transmission","Price","ExteriorColor","InteriorColor","OptionText","Description","images"
"1GKEK13T15R130792","13478","GMC","Yukon","2005","","Sport Utility","0","V8 5.3L","8-Cylinder","Gasoline","Automatic","14999","Unspecified","Unspecified","Cruise control, Power steering, Steering wheel: tilt-only, ABS: 4-wheel, Axle ratio: 3.42, Trailer wiring, Clock, Radio: AM/FM, Tachometer, Daytime running lights, Headlights: Auto on/off, 16 Inch Wheels, Tire Pressure Monitoring System, Front wipers: intermittent, Power windows, Rear defogger, Roof rack, Exterior mirrors: heated, Exterior mirrors: power, Front airbags: dual, Power door locks: remote, split folding, Power adjustments","2005 GMC YOUKON<br/>WHITE WITH  A FLAWLESS GREY LEATHER INTERIOR, POWER MOON ROOF, QUAD SEATING REAR ENTERTAINMENT FOR YOU VIEWING MOVIES ETC<br/> THIS IS JUST A VERY CLEAN NICE YOUKON<br/>                                                                                  CALL FOE MORE DETAILS   253-838-5534","http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_1.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_2.jpg?dt=072820120436,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_3.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_4.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_5.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_6.jpg?dt=072820120436,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_7.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_8.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_9.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_10.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_11.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_12.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_13.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_14.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_15.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_16.jpg?dt=072820120437,http://cimages2.carsforsale.com/329374/1GKEK13T15R130792_17.jpg?dt=072820120436"
"1G1ZC5EB5A4104993","13479","Chevrolet","Malibu","2010","LT","Sedan","0","I4 2.4L DOHC","4-Cylinder","Gasoline","Automatic","13975","Silver Ice Metallic","Titanium","Body side moldings: body-color, Door handle color: body-color, Front bumper color: body-color, Grille color: black with chrome accents, Mirror color: body-color, Rear bumper color: body-color, Rocker panel color: body-color, Rocker panel color: chrome accents, Window trim: chrome, Adjustable rear headrests: height adjustable, Cargo area light, Floor Mat Material: carpet, Floor Mats: front and rear, Front air conditioning, Front air conditioning zones: single, Front headrests: height adjustable, Number of front headrests: 2, Number of rear headrests: 3, Reading lights: front, Center console: front console with armrest and storage, Cruise control, Cupholders: front and rear, Door pockets: front, Multi-function remote: keyless entry, Power outlet(s), Power steering: electric, Retained accessory power, Steering wheel mounted controls: audio, Steering wheel mounted controls: audio and cruise controls, Steering wheel: tilt and telescopic, ABS: 4-wheel, Braking assist, Electronic brakeforce distribution, Emergency braking preparation, Front Spring Type: coil springs, Front Stabilizer Bar, Front Suspension Classification: independent, Front brakes: disc, Rear Spring Type: coil springs, Rear Stabilizer Bar, Rear Suspension Classification: independent, Rear brakes: disc, Stability control, Traction control, Antenna Type: element, Audio security system, Auxiliary audio input: jack, External temperature display, In-Dash CD: single disc, MP3 player: CD MP3 Playback, OnStar, Radio Data System, Radio: AM/FM, Satellite Radio: XM, Speed Sensitive Volume Control, Tachometer, Total Number of Speakers: 6, Trip computer, Warnings and reminders: lamp failure, low fuel, engine oil, coolant, Daytime running lights, Headlights: Auto on/off, inflator kit, Kit: tire sealant, Rim type: chrome alloy, Tire Pressure Monitoring System, Type: performance, Front wipers: speed sensitive, Front wipers: variable intermittent, Lockout button, One-touch windows: 1, Power windows, Rear defogger, Tinted, 2-stage unlocking: remote, Child safety locks, Child seat anchors: LATCH system, Emergency interior trunk release, Engine immobilizer, Exterior mirrors: manual folding, Exterior mirrors: power, Front airbags: dual, Passenger airbag deactivation: occupant sensing deactivation, Power door locks: anti-lockout feature, Side airbags: front, Side curtain airbags: front and rear, Theft-Deterrent System, Vanity mirrors: dual, Adjustable lumbar support: power, split folding, Folds flat, Front seat type: bucket, Front seatbelts: 3-point, Height adjustable, Manual Adjustments, Power adjustments, Rear heat: vents, Seatbelt pretensioners: front, Second row seatbelts: 3-point, Type: 60-40 split bench, Upholstery: cloth","2010 chevy Malibu lt<br/>This Malibu is a very nice clean vehicle<br/>It is fully loaded with equipment <br/>Automatic transmission<br/>Steering wheel shifting option<br/>Up graded sound system<br/>And much more. Call for more details. 253-838-5534","http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_1.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_2.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_3.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_4.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_5.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_6.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_7.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_8.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_9.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_10.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_11.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_12.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_13.jpg?dt=073120120436,http://cimages2.carsforsale.com/329374/1G1ZC5EB5A4104993_14.jpg?dt=073120120436"
"1N4AL11D43C238803","13503","Nissan","Altima","2003","2.5 S","Sedan","0","I4 2.5L","4-Cylinder","Gasoline","AutoStick","5999","Black","Gray","Center Console, Overhead console, Power steering, Remote trunk release, Steering wheel: tilt and telescopic, Power, Tachometer, Exterior entry lights, 16 Inch Wheels, Front wipers: intermittent, Power windows, Rear defogger, Front airbags: dual, Power door locks, Front seat type: bucket, Type: bench, Type: split-bench","2003 NISSAN ALTIMA<br/>4CYL MOTOR<br/>5 SPEED TRANSMISSION<br/>POWER WINDOWS AND DOOR LOCKS<br/>THIS IS A VERY NICE CLEAN VEHICLE CALL FOR MORE DETAILS    253-838-5534","http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_1.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_2.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_3.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_4.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_5.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_6.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_7.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_8.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_9.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_10.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_11.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_12.jpg?dt=071720120411,http://cimages2.carsforsale.com/329374/1N4AL11D43C238803_13.jpg?dt=071720120411"
"1YVHP80C285M25350","13514","Mazda","6","2008","i Sport","Sedan","0","","4-Cylinder","Gasoline","Automatic","13799","Burgundy","Black","Adjustable rear headrests: integrated headrests, Air filtration, Cargo area light, Floor Mat Material: carpet, Floor Mats: front, Front air conditioning zones: single, Front headrests: height adjustable, Number of front headrests: 2, Number of rear headrests: 2, Reading lights: front and rear, Rear floor mats, Audio controls on steering wheel, Center console: front console with storage, Cruise control, Cupholders: front and rear, Door pockets: front, Front power outlet: 12V, Multi-function remote, overhead console with storage, Power steering: speed-proportional, Remote trunk release, Retained accessory power, Steering wheel mounted controls: cruise controls, Steering wheel: tilt and telescopic, Storage: front seatback, ABS: 4-wheel, front wheel drive, Electronic brakeforce distribution, Front Spring Type: coil springs, Front Stabilizer Bar, Front Suspension Classification: independent, Front Suspension Type: double wishbones, Front brake diameter: 11.8, Front brake width: 1.0, Front brakes: ventilated disc, Rear Arm Type: lateral links, Rear Spring Type: coil springs, Rear Stabilizer Bar, Rear Suspension Classification: independent, Rear Suspension Type: multi-link, Rear brake diameter: 11.0, Rear brake width: 0.4, Rear brakes: disc, Rear suspension type: trailing arms, Stabilizer bar(s): front and rear, Traction control, Antenna Type: mast, CD-controller, Clock, External temperature display, Radio: AM/FM, Speed Sensitive Volume Control, Tachometer, Warnings and reminders: low fuel level, Exterior entry lights, Midyear release: no, Mount Location: inside, Prefix, Size: temporary, Spare Wheel Rim Type: steel, Tire Pressure Monitoring System, Type: all season, Front wipers: variable intermittent, One-touch windows: 2, Power windows, Power windows: remote operation, Rear defogger, 2-stage unlocking: remote, Child safety locks, Child seat anchors, Emergency interior trunk release, Engine immobilizer, Exterior mirrors: power, Front airbags: dual, Passenger airbag deactivation: occupant sensing deactivation, Power door locks: remote, Side airbags: front, Side curtain airbags: front and rear, Vanity mirrors: dual illuminating, Center armrest: folding with storage, split folding, Front seat type: bucket, Head restraint whiplash protection, Height adjustable, Rear center seatbelt: 3-point, Rear heat: vents, Seatbelt force limiters: front, Seatbelt pretensioners: front, Type: bench","2008 MAZDA 6<br/>AUTOMATIC TRANSMISSION<br/>ALL OPTIONS <br/>LOW MILES<br/>THIS IS A VERY NICE CLEAN VEHICLE   CALL FOR MORE INFORMATION   253-838-5534","http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_1.jpg?dt=072520120357,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_2.jpg?dt=072520120357,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_3.jpg?dt=072520120357,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_4.jpg?dt=072520120356,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_5.jpg?dt=072520120356,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_6.jpg?dt=072520120357,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_7.jpg?dt=072520120357,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_8.jpg?dt=072520120356,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_9.jpg?dt=072520120357,http://cimages2.carsforsale.com/329374/1YVHP80C285M25350_10.jpg?dt=072520120357"
"2FTZF073X1CA55412","13515","Ford","F150","2001","SVT Lightning","Pickup","0","V8 5.4L SOHC","8-Cylinder","Gasoline","Automatic","15599","Bright Red","Medium Graphite","Front air conditioning, Cruise control, Keyless entry, Overhead console, Power steering, Steering wheel: tilt-only, ABS: 4-wheel, Axle ratio: 3.73, Limited slip differential: rear, Power, Stepside Bed, Trailer hitch, CD changer, Cassette, Clock, Radio: AM/FM, Tachometer, Exterior entry lights, Front fog lights, Headlights: Auto on/off, 18 Inch Wheels, Alloy Wheels, Front wipers: intermittent, Power windows, Privacy glass, Anti-theft alarm system, Exterior mirrors: power, Front airbags: dual, Power door locks, Front seat type: split-bench, Power adjustments, Upholstery: leather","IF YOUR LOOKING FOR A SVT LIGHTNING WE HAVE ONE THAT IS IN VERY VERY NICE CLEAN CONDITION<br/>CALL FOR MORE DETAILS   253-838-5534","http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_1.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_2.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_3.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_4.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_5.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_6.jpg?dt=071620120400,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_7.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_8.jpg?dt=071620120400,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_9.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_10.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_11.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/2FTZF073X1CA55412_12.jpg?dt=071620120359"
"SAJDA01P71GM04417","13534","Jaguar","S-Type","2001","4.0","Sedan","0","V8 4L DOHC","8-Cylinder","Gasoline","Automatic","6950","Seafrost","Almond","Wood-tone accents, Front air conditioning, Front air conditioning zones: dual, Front air conditioning: automatic climate control, Shift knob trim: wood, Steering wheel trim: leather and wood, Center Console, Cruise control, Includes driver seat, Keyless entry, Power steering, Remote trunk release, Steering wheel: power tilt and telescopic, ABS: 4-wheel, Power, Traction control, CD changer, Cassette, Clock, Premium Brand, Radio: AM/FM, Tachometer, Trip computer, Exterior entry lights, Front fog lights, Headlights: Auto on/off, 16 Inch Wheels, Alloy Wheels, Front wipers: intermittent, Moonroof: power, Power windows, Rear defogger, Anti-theft alarm system, Exterior mirrors: heated, Exterior mirrors: power, Front airbags: dual, Inside rearview mirror: electrochromic, Parking sensors: rear, Power door locks, Side airbags: front, Front seat type: bucket, Power adjustments, Type: split-bench, Upholstery: leather","2001 JAGUAR S-TYPE<br/> IF YOU LOOKING FOR A S TYPE JAGUAR  OR JUST A NICE CLASSY SEDAN  THIS IS A VEHICLE YOU SHOULD TAKE A CLOSE LOOK AT<br/> IT HAS ALL OPTIONS INCLUDING LEATHER INTERIOR  MOON ROOF  HEATED SEATING AND MORE<br/> IF YOU LIKE THIS JAGUAR  CALL FOR MORE DETAILS   253-838-5534","http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_1.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_2.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_3.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_4.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_5.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_6.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_7.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_8.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_9.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_10.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_11.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_12.jpg?dt=071620120359,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_13.jpg?dt=071620120400,http://cimages2.carsforsale.com/329374/SAJDA01P71GM04417_14.jpg?dt=071620120359"
"1D4HB48N65F54231","F54231","Dodge","Durango","2005","","Sport Utility","0","","8-Cylinder","Gasoline","Automatic","12499","Gray","Gray","","2005 DODGE DURANGO<br/>THIS IS NOT YOUR BASIC  DURANGO X RENTAL CAR<br/>THIS DURANGO IS FULLY LOADED WITH OPTIONS AND VERY CLEAN AND NICE<br/>IT HAS POWER MOON ROOF  LEATHER INTERIOR  3RD ROW SEATING JUST TO LIST A FEW OF ITS OPTION   CALL FOR MORE INFORMATION <br/>                                                                                                                                                                                                                        253-838-5534","http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_1.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_2.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_3.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_4.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_5.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_6.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_7.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_8.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_9.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_10.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_11.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_12.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_13.jpg?dt=071720120401,http://cimages2.carsforsale.com/329374/1D4HB48N65F54231_14.jpg?dt=071720120401"
"1G1YY32P4T5117426","117426","Chevrolet","Corvette","1996","","Convertible","0","V8 5.7L OHV","8-Cylinder","Gasoline","Automatic","12450","Arctic White","Black","Front air conditioning, Steering wheel trim: leather, Cruise control, Keyless entry, Power steering, Steering wheel: tilt-only, ABS: 4-wheel, Power, Antenna Type: power, Cassette, Digital instrument panel, Radio: AM/FM, Tachometer, Front fog lights, 17 Inch Wheels, Alloy Wheels, Front wipers: intermittent, Power windows, Rear defogger, Tinted, Anti-theft alarm system, Exterior mirrors: heated, Exterior mirrors: power, Front airbags: dual, Power door locks, Front seat type: bucket, Upholstery: leather","1996 CHEVY CORVETTE<br/> SUPER CLEAN WHITE WITH BLACK INTERIOR    THIS HAS TO BE MY # 1 COLOR COMBINATIONS  <br/> 1996 WAS ONE OF THE LAST TRULY NICE DRIVING CORVETTES  ALONG WITH THE NEWER BODY STYLE CHANGES CAME A VERY HARD RIDING CORVETTE WHICH MAKES IT NOT SO NICE TO DRIVE FOR ANY DISTANCE  THE PRE 1998 CORVETTE IS A MORE COMFORTABLE VEHICLE BY FAR AND A PLEASURE TO TAKE FOR A DRIVE.<br/> PLEASE GIVE US A CALL FOR MORE DETAILS   253-838-5534","http://cimages2.carsforsale.com/329374/1G1YY32P4T5117426_1.jpg?dt=072420120402"
"1B4HS28Z4WF218277","13584","Dodge","Durango","1998","SLT","Sport Utility","0","V8 5.9L","8-Cylinder","Gasoline","Automatic","4450","Black","Unspecified","Front air conditioning, Power steering, ABS: rear-only, Power, Cassette, Radio: AM/FM, Tachometer, 15 Inch Wheels, Alloy Wheels, Front wipers: intermittent, Rear defogger, Rear wiper, Roof rack, Solar-tinted glass, Exterior mirrors: power, Front airbags: dual, Front seat type: bucket, Upholstery: cloth","1998 DODGE DURANGO<br/>BLACK WITH GRAY INTERIOR<br/>5.9 AUTOMATIC 4+4<br/>THIS IS A VERY CLEAN WELL TAKEN CARE OF DURANGO<br/>  CALL FOR MORE DETAILS   253-838-5534","http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_1.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_2.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_3.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_4.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_5.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_6.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_7.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_8.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_9.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_10.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/1B4HS28Z4WF218277_11.jpg?dt=072020120355"
"4M2DV11WXRDJ57031","C0562","Mercury","Villager","1994","","MiniVan","0","V6 3L","6-Cylinder","Gasoline","Automatic","2950","Blue","Gray","Power steering, ABS: 4-wheel, Power, Cassette, Radio: AM/FM, Tachometer, 15 Inch Wheels, Front wipers: intermittent, Rear wiper, Tinted, Front airbags: driver side","THIS MERCURY VILLAGER IS BLUE WITH GRAY INTERIOR<br/>V6 MOTOR WITH A AUTOMATIC TRANSMISSION<br/>AND COMES WITH ALL THE SEATS, <br/>THIS IS JUST A VERY NICE VAN FOR A GREAT PRICE<br/>    CALL FOR MORE DETAILS","http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_1.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_2.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_3.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_4.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_5.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_6.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_7.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_8.jpg?dt=072020120355,http://cimages2.carsforsale.com/329374/4M2DV11WXRDJ57031_9.jpg?dt=072020120355"
"1GNFK16K9PJ353917","13593","Chevrolet","Suburban","1993","K1500","Sport Utility","0","V8 5.7L OHV","8-Cylinder","Gasoline","Automatic","3650","Burnt Red Metallic","Unspecified","Bumper color: chrome, Front Air Dam, Power steering, ABS: 4-wheel, Power, Radio: AM, 15 Inch Wheels, Rim type: steel, Front wipers: intermittent, Tinted, Front seat type: bench, Upholstery: vinyl","THIS SUBURBAN IS VERY CLEAN AND NICE<br/>ITS FULLY LOADED<br/>AND HAS 3RD ROW SEATING  AND LOOKS AND DRIVES NEW   IF YOU HAVE BEEN SHOPPING AND ARE TIRED OF BEING DISAPPOINTED WITH YOU YOU HAVE BEEN FINDING FOR SALE, TAKE A CLOSE LOOK AT THIS SUBURBAN, ITS A NICE ONE.<br/>CALL FOR MORE DETAILS  253-838-5534","http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_1.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_2.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_3.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_4.jpg?dt=072620120359,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_5.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_6.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_7.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_8.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_9.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1GNFK16K9PJ353917_10.jpg?dt=072620120358"
"1G4HP54K05U170247","13600","Buick","LeSabre","2005","Custom","Sedan","0","V6 3.8L OHV","6-Cylinder","Gasoline","Automatic","8250","Cashmere Metallic","Gray","Front air conditioning, Front air conditioning zones: single, Front air conditioning: climate control, Center console: front console with storage, Cruise control, Multi-function remote: keyless/illuminated entry, Overhead console, Power steering, Remote trunk release, Steering wheel mounted controls: audio, Steering wheel: tilt-only, ABS: 4-wheel, Braking assist, self leveling suspension, Clock, In-Dash CD: single disc, OnStar, Radio: AM/FM, Trip computer, Daytime running lights, Headlights: Auto on/off, 15 Inch Wheels, Rim type: steel, Front wipers: intermittent, Power windows, Rear defogger, Anti-theft alarm system, Exterior mirrors: power, Front airbags: dual, Passenger airbag deactivation: occupant sensing deactivation, Power door locks: remote, Front seat type: split-bench, Passenger Seating: 6, Power adjustments, Type: bench, Upholstery: cloth","IF YOUR LOOKING FOR A LESABRE YOUR SEARCH IS OVER<br/>THIS BUICK IS IN PERFECT CONDITION INSIDE AND OUT<br/>WORD CAN NOT DESCRIBE HOW NICE THIS VEHICLE IS<br/> CALL FOR MORE DETAILS  253-838-5534","http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_1.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_2.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_3.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_4.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_5.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_6.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_7.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_8.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_9.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_10.jpg?dt=072620120359,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_11.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_12.jpg?dt=072620120358,http://cimages2.carsforsale.com/329374/1G4HP54K05U170247_13.jpg?dt=072620120358"
